"experiment_name","assay_plate_number","assay_well","assay_time_hours","od600","assay_strain","stock_b12_conc","stock_met_conc","stock_volume_added","assay_volume_added","bio_replicate","tech_replicate","bacteria_strain_id","sample_treatment","assay_type","b12_conc_ngl","met_conc_mgl","assay_dilution","adjusted_b12_conc_ngl","log_b12_pgl","fluorescence","log_fluorescence"
"b12_assay_4","2","H9",23,0.592,"metE",512,0,10,90,1,1,"blank",NA,"E. coli OD600",51.2,0.037,0.1,51.2,10.8434948110276,NA,NA
"b12_assay_4","2","I1",23,0.797,"metE_metH",20000,895.2,10,90,1,1,"blank",NA,"E. coli OD600",2000,89.557,0.1,2000,14.5086577385242,NA,NA
"b12_assay_4","2","I10",23,0.852,"metE_metH",512,895.2,3,97,1,1,"blank",NA,"E. coli OD600",15.36,26.893,0.03,15.36,9.63952200670166,NA,NA
"b12_assay_4","2","I11",23,0.891,"metE_metH",204.8,895.2,10,90,1,1,"blank",NA,"E. coli OD600",20.48,89.557,0.1,20.48,9.92720407915344,NA,NA
"b12_assay_4","2","I12",23,0.877,"metE_metH",204.8,895.2,3,97,1,1,"blank",NA,"E. coli OD600",6.144,26.893,0.03,6.144,8.72323127482751,NA,NA
"b12_assay_4","2","I13",23,0.925,"metE_metH",81.92,895.2,10,90,1,1,"blank",NA,"E. coli OD600",8.192,89.557,0.1,8.192,9.01091334727929,NA,NA
"b12_assay_4","2","I14",23,0.926,"metE_metH",81.92,895.2,3,97,1,1,"blank",NA,"E. coli OD600",2.4576,26.893,0.03,2.4576,7.80694054295335,NA,NA
"b12_assay_4","2","I15",23,0.902,"metE_metH",32.768,895.2,10,90,1,1,"blank",NA,"E. coli OD600",3.2768,89.557,0.1,3.2768,8.09462261540513,NA,NA
"b12_assay_4","2","I16",23,0.887,"metE_metH",32.768,895.2,3,97,1,1,"blank",NA,"E. coli OD600",0.98304,26.893,0.03,0.98304,6.8906498110792,NA,NA
"b12_assay_4","2","I17",23,0.902,"metE_metH",13.1072,895.2,10,90,1,1,"blank",NA,"E. coli OD600",1.31072,89.557,0.1,1.31072,7.17833188353098,NA,NA
"b12_assay_4","2","I18",23,0.901,"metE_metH",13.1072,895.2,3,97,1,1,"blank",NA,"E. coli OD600",0.393216,26.893,0.03,0.393216,5.97435907920504,NA,NA
"b12_assay_4","2","I19",23,0.879,"metE_metH",5.24288,895.2,10,90,1,1,"blank",NA,"E. coli OD600",0.524288,89.557,0.1,0.524288,6.26204115165682,NA,NA
"b12_assay_4","2","I2",23,0.84,"metE_metH",20000,895.2,3,97,1,1,"blank",NA,"E. coli OD600",600,26.893,0.03,600,13.3046849341983,NA,NA
"b12_assay_4","2","I20",23,0.851,"metE_metH",5.24288,895.2,3,97,1,1,"blank",NA,"E. coli OD600",0.1572864,26.893,0.03,0.1572864,5.05806834733089,NA,NA
"b12_assay_4","2","I21",23,0.894,"metE_metH",2.097152,895.2,10,90,1,1,"blank",NA,"E. coli OD600",0.2097152,89.557,0.1,0.2097152,5.34575041978267,NA,NA
"b12_assay_4","2","I22",23,0.839,"metE_metH",2.097152,895.2,3,97,1,1,"blank",NA,"E. coli OD600",0.06291456,26.893,0.03,0.06291456,4.14177761545673,NA,NA
"b12_assay_4","2","I23",23,0.861,"metE_metH",0,895.2,10,90,1,1,"blank",NA,"E. coli OD600",0,89.557,0.1,0,-Inf,NA,NA
"b12_assay_4","2","I24",23,0.855,"metE_metH",0,895.2,3,97,1,1,"blank",NA,"E. coli OD600",0,26.893,0.03,0,-Inf,NA,NA
"b12_assay_4","2","I3",23,0.879,"metE_metH",8000,895.2,10,90,1,1,"blank",NA,"E. coli OD600",800,89.557,0.1,800,13.5923670066501,NA,NA
"b12_assay_4","2","I4",23,0.933,"metE_metH",8000,895.2,3,97,1,1,"blank",NA,"E. coli OD600",240,26.893,0.03,240,12.3883942023241,NA,NA
"b12_assay_4","2","I5",23,0.858,"metE_metH",3200,895.2,10,90,1,1,"blank",NA,"E. coli OD600",320,89.557,0.1,320,12.6760762747759,NA,NA
"b12_assay_4","2","I6",23,0.91,"metE_metH",3200,895.2,3,97,1,1,"blank",NA,"E. coli OD600",96,26.893,0.03,96,11.47210347045,NA,NA
"b12_assay_4","2","I7",23,0.914,"metE_metH",1280,895.2,10,90,1,1,"blank",NA,"E. coli OD600",128,89.557,0.1,128,11.7597855429018,NA,NA
"b12_assay_4","2","I8",23,0.915,"metE_metH",1280,895.2,3,97,1,1,"blank",NA,"E. coli OD600",38.4,26.893,0.03,38.4,10.5558127385758,NA,NA
"b12_assay_4","2","I9",23,0.903,"metE_metH",512,895.2,10,90,1,1,"blank",NA,"E. coli OD600",51.2,89.557,0.1,51.2,10.8434948110276,NA,NA
"b12_assay_4","2","J1",23,0.747,"metE_metH",20000,223.8,10,90,1,1,"blank",NA,"E. coli OD600",2000,22.417,0.1,2000,14.5086577385242,NA,NA
"b12_assay_4","2","J10",23,0.66,"metE_metH",512,223.8,3,97,1,1,"blank",NA,"E. coli OD600",15.36,6.751,0.03,15.36,9.63952200670166,NA,NA
"b12_assay_4","2","J11",23,0.931,"metE_metH",204.8,223.8,10,90,1,1,"blank",NA,"E. coli OD600",20.48,22.417,0.1,20.48,9.92720407915344,NA,NA
"b12_assay_4","2","J12",23,0.7,"metE_metH",204.8,223.8,3,97,1,1,"blank",NA,"E. coli OD600",6.144,6.751,0.03,6.144,8.72323127482751,NA,NA
"b12_assay_4","2","J13",23,0.919,"metE_metH",81.92,223.8,10,90,1,1,"blank",NA,"E. coli OD600",8.192,22.417,0.1,8.192,9.01091334727929,NA,NA
"b12_assay_4","2","J14",23,0.678,"metE_metH",81.92,223.8,3,97,1,1,"blank",NA,"E. coli OD600",2.4576,6.751,0.03,2.4576,7.80694054295335,NA,NA
"b12_assay_4","2","J15",23,0.854,"metE_metH",32.768,223.8,10,90,1,1,"blank",NA,"E. coli OD600",3.2768,22.417,0.1,3.2768,8.09462261540513,NA,NA
"b12_assay_4","2","J16",23,0.653,"metE_metH",32.768,223.8,3,97,1,1,"blank",NA,"E. coli OD600",0.98304,6.751,0.03,0.98304,6.8906498110792,NA,NA
"b12_assay_4","2","J17",23,0.92,"metE_metH",13.1072,223.8,10,90,1,1,"blank",NA,"E. coli OD600",1.31072,22.417,0.1,1.31072,7.17833188353098,NA,NA
"b12_assay_4","2","J18",23,0.675,"metE_metH",13.1072,223.8,3,97,1,1,"blank",NA,"E. coli OD600",0.393216,6.751,0.03,0.393216,5.97435907920504,NA,NA
"b12_assay_4","2","J19",23,0.907,"metE_metH",5.24288,223.8,10,90,1,1,"blank",NA,"E. coli OD600",0.524288,22.417,0.1,0.524288,6.26204115165682,NA,NA
"b12_assay_4","2","J2",23,0.468,"metE_metH",20000,223.8,3,97,1,1,"blank",NA,"E. coli OD600",600,6.751,0.03,600,13.3046849341983,NA,NA
"b12_assay_4","2","J20",23,0.637,"metE_metH",5.24288,223.8,3,97,1,1,"blank",NA,"E. coli OD600",0.1572864,6.751,0.03,0.1572864,5.05806834733089,NA,NA
"b12_assay_4","2","J21",23,0.893,"metE_metH",2.097152,223.8,10,90,1,1,"blank",NA,"E. coli OD600",0.2097152,22.417,0.1,0.2097152,5.34575041978267,NA,NA
"b12_assay_4","2","J22",23,0.668,"metE_metH",2.097152,223.8,3,97,1,1,"blank",NA,"E. coli OD600",0.06291456,6.751,0.03,0.06291456,4.14177761545673,NA,NA
"b12_assay_4","2","J23",23,0.943,"metE_metH",0,223.8,10,90,1,1,"blank",NA,"E. coli OD600",0,22.417,0.1,0,-Inf,NA,NA
"b12_assay_4","2","J24",23,0.643,"metE_metH",0,223.8,3,97,1,1,"blank",NA,"E. coli OD600",0,6.751,0.03,0,-Inf,NA,NA
"b12_assay_4","2","J3",23,0.73,"metE_metH",8000,223.8,10,90,1,1,"blank",NA,"E. coli OD600",800,22.417,0.1,800,13.5923670066501,NA,NA
"b12_assay_4","2","J4",23,0.514,"metE_metH",8000,223.8,3,97,1,1,"blank",NA,"E. coli OD600",240,6.751,0.03,240,12.3883942023241,NA,NA
"b12_assay_4","2","J5",23,0.891,"metE_metH",3200,223.8,10,90,1,1,"blank",NA,"E. coli OD600",320,22.417,0.1,320,12.6760762747759,NA,NA
"b12_assay_4","2","J6",23,0.662,"metE_metH",3200,223.8,3,97,1,1,"blank",NA,"E. coli OD600",96,6.751,0.03,96,11.47210347045,NA,NA
"b12_assay_4","2","J7",23,0.865,"metE_metH",1280,223.8,10,90,1,1,"blank",NA,"E. coli OD600",128,22.417,0.1,128,11.7597855429018,NA,NA
"b12_assay_4","2","J8",23,0.701,"metE_metH",1280,223.8,3,97,1,1,"blank",NA,"E. coli OD600",38.4,6.751,0.03,38.4,10.5558127385758,NA,NA
"b12_assay_4","2","J9",23,0.921,"metE_metH",512,223.8,10,90,1,1,"blank",NA,"E. coli OD600",51.2,22.417,0.1,51.2,10.8434948110276,NA,NA
"b12_assay_4","2","K1",23,0.535,"metE_metH",20000,55.95,10,90,1,1,"blank",NA,"E. coli OD600",2000,5.632,0.1,2000,14.5086577385242,NA,NA
"b12_assay_4","2","K10",23,0.351,"metE_metH",512,55.95,3,97,1,1,"blank",NA,"E. coli OD600",15.36,1.7155,0.03,15.36,9.63952200670166,NA,NA
"b12_assay_4","2","K11",23,0.716,"metE_metH",204.8,55.95,10,90,1,1,"blank",NA,"E. coli OD600",20.48,5.632,0.1,20.48,9.92720407915344,NA,NA
"b12_assay_4","2","K12",23,0.331,"metE_metH",204.8,55.95,3,97,1,1,"blank",NA,"E. coli OD600",6.144,1.7155,0.03,6.144,8.72323127482751,NA,NA
"b12_assay_4","2","K13",23,0.692,"metE_metH",81.92,55.95,10,90,1,1,"blank",NA,"E. coli OD600",8.192,5.632,0.1,8.192,9.01091334727929,NA,NA
"b12_assay_4","2","K14",23,0.329,"metE_metH",81.92,55.95,3,97,1,1,"blank",NA,"E. coli OD600",2.4576,1.7155,0.03,2.4576,7.80694054295335,NA,NA
"b12_assay_4","2","K15",23,0.685,"metE_metH",32.768,55.95,10,90,1,1,"blank",NA,"E. coli OD600",3.2768,5.632,0.1,3.2768,8.09462261540513,NA,NA
"b12_assay_4","2","K16",23,0.33,"metE_metH",32.768,55.95,3,97,1,1,"blank",NA,"E. coli OD600",0.98304,1.7155,0.03,0.98304,6.8906498110792,NA,NA
"b12_assay_4","2","K17",23,0.66,"metE_metH",13.1072,55.95,10,90,1,1,"blank",NA,"E. coli OD600",1.31072,5.632,0.1,1.31072,7.17833188353098,NA,NA
"b12_assay_4","2","K18",23,0.333,"metE_metH",13.1072,55.95,3,97,1,1,"blank",NA,"E. coli OD600",0.393216,1.7155,0.03,0.393216,5.97435907920504,NA,NA
"b12_assay_4","2","K19",23,0.633,"metE_metH",5.24288,55.95,10,90,1,1,"blank",NA,"E. coli OD600",0.524288,5.632,0.1,0.524288,6.26204115165682,NA,NA
"b12_assay_4","2","K2",23,0.234,"metE_metH",20000,55.95,3,97,1,1,"blank",NA,"E. coli OD600",600,1.7155,0.03,600,13.3046849341983,NA,NA
"b12_assay_4","2","K20",23,0.348,"metE_metH",5.24288,55.95,3,97,1,1,"blank",NA,"E. coli OD600",0.1572864,1.7155,0.03,0.1572864,5.05806834733089,NA,NA
"b12_assay_4","2","K21",23,0.652,"metE_metH",2.097152,55.95,10,90,1,1,"blank",NA,"E. coli OD600",0.2097152,5.632,0.1,0.2097152,5.34575041978267,NA,NA
"b12_assay_4","2","K22",23,0.337,"metE_metH",2.097152,55.95,3,97,1,1,"blank",NA,"E. coli OD600",0.06291456,1.7155,0.03,0.06291456,4.14177761545673,NA,NA
"b12_assay_4","2","K23",23,0.683,"metE_metH",0,55.95,10,90,1,1,"blank",NA,"E. coli OD600",0,5.632,0.1,0,-Inf,NA,NA
"b12_assay_4","2","K24",23,0.297,"metE_metH",0,55.95,3,97,1,1,"blank",NA,"E. coli OD600",0,1.7155,0.03,0,-Inf,NA,NA
"b12_assay_4","2","K3",23,0.637,"metE_metH",8000,55.95,10,90,1,1,"blank",NA,"E. coli OD600",800,5.632,0.1,800,13.5923670066501,NA,NA
"b12_assay_4","2","K4",23,0.333,"metE_metH",8000,55.95,3,97,1,1,"blank",NA,"E. coli OD600",240,1.7155,0.03,240,12.3883942023241,NA,NA
"b12_assay_4","2","K5",23,0.653,"metE_metH",3200,55.95,10,90,1,1,"blank",NA,"E. coli OD600",320,5.632,0.1,320,12.6760762747759,NA,NA
"b12_assay_4","2","K6",23,0.379,"metE_metH",3200,55.95,3,97,1,1,"blank",NA,"E. coli OD600",96,1.7155,0.03,96,11.47210347045,NA,NA
"b12_assay_4","2","K7",23,0.676,"metE_metH",1280,55.95,10,90,1,1,"blank",NA,"E. coli OD600",128,5.632,0.1,128,11.7597855429018,NA,NA
"b12_assay_4","2","K8",23,0.399,"metE_metH",1280,55.95,3,97,1,1,"blank",NA,"E. coli OD600",38.4,1.7155,0.03,38.4,10.5558127385758,NA,NA
"b12_assay_4","2","K9",23,0.711,"metE_metH",512,55.95,10,90,1,1,"blank",NA,"E. coli OD600",51.2,5.632,0.1,51.2,10.8434948110276,NA,NA
"b12_assay_4","2","L1",23,0.232,"metE_metH",20000,13.9875,10,90,1,1,"blank",NA,"E. coli OD600",2000,1.43575,0.1,2000,14.5086577385242,NA,NA
"b12_assay_4","2","L10",23,0.133,"metE_metH",512,13.9875,3,97,1,1,"blank",NA,"E. coli OD600",15.36,0.456625,0.03,15.36,9.63952200670166,NA,NA
"b12_assay_4","2","L11",23,0.367,"metE_metH",204.8,13.9875,10,90,1,1,"blank",NA,"E. coli OD600",20.48,1.43575,0.1,20.48,9.92720407915344,NA,NA
"b12_assay_4","2","L12",23,0.122,"metE_metH",204.8,13.9875,3,97,1,1,"blank",NA,"E. coli OD600",6.144,0.456625,0.03,6.144,8.72323127482751,NA,NA
"b12_assay_4","2","L13",23,0.343,"metE_metH",81.92,13.9875,10,90,1,1,"blank",NA,"E. coli OD600",8.192,1.43575,0.1,8.192,9.01091334727929,NA,NA
"b12_assay_4","2","L14",23,0.123,"metE_metH",81.92,13.9875,3,97,1,1,"blank",NA,"E. coli OD600",2.4576,0.456625,0.03,2.4576,7.80694054295335,NA,NA
"b12_assay_4","2","L15",23,0.322,"metE_metH",32.768,13.9875,10,90,1,1,"blank",NA,"E. coli OD600",3.2768,1.43575,0.1,3.2768,8.09462261540513,NA,NA
"b12_assay_4","2","L16",23,0.125,"metE_metH",32.768,13.9875,3,97,1,1,"blank",NA,"E. coli OD600",0.98304,0.456625,0.03,0.98304,6.8906498110792,NA,NA
"b12_assay_4","2","L17",23,0.319,"metE_metH",13.1072,13.9875,10,90,1,1,"blank",NA,"E. coli OD600",1.31072,1.43575,0.1,1.31072,7.17833188353098,NA,NA
"b12_assay_4","2","L18",23,0.125,"metE_metH",13.1072,13.9875,3,97,1,1,"blank",NA,"E. coli OD600",0.393216,0.456625,0.03,0.393216,5.97435907920504,NA,NA
"b12_assay_4","2","L19",23,0.363,"metE_metH",5.24288,13.9875,10,90,1,1,"blank",NA,"E. coli OD600",0.524288,1.43575,0.1,0.524288,6.26204115165682,NA,NA
"b12_assay_4","2","L2",23,0.091,"metE_metH",20000,13.9875,3,97,1,1,"blank",NA,"E. coli OD600",600,0.456625,0.03,600,13.3046849341983,NA,NA
"b12_assay_4","2","L20",23,0.128,"metE_metH",5.24288,13.9875,3,97,1,1,"blank",NA,"E. coli OD600",0.1572864,0.456625,0.03,0.1572864,5.05806834733089,NA,NA
"b12_assay_4","2","L21",23,0.319,"metE_metH",2.097152,13.9875,10,90,1,1,"blank",NA,"E. coli OD600",0.2097152,1.43575,0.1,0.2097152,5.34575041978267,NA,NA
"b12_assay_4","2","L22",23,0.14,"metE_metH",2.097152,13.9875,3,97,1,1,"blank",NA,"E. coli OD600",0.06291456,0.456625,0.03,0.06291456,4.14177761545673,NA,NA
"b12_assay_4","2","L23",23,0.387,"metE_metH",0,13.9875,10,90,1,1,"blank",NA,"E. coli OD600",0,1.43575,0.1,0,-Inf,NA,NA
"b12_assay_4","2","L24",23,0.114,"metE_metH",0,13.9875,3,97,1,1,"blank",NA,"E. coli OD600",0,0.456625,0.03,0,-Inf,NA,NA
"b12_assay_4","2","L3",23,0.324,"metE_metH",8000,13.9875,10,90,1,1,"blank",NA,"E. coli OD600",800,1.43575,0.1,800,13.5923670066501,NA,NA
"b12_assay_4","2","L4",23,0.089,"metE_metH",8000,13.9875,3,97,1,1,"blank",NA,"E. coli OD600",240,0.456625,0.03,240,12.3883942023241,NA,NA
"b12_assay_4","2","L5",23,0.358,"metE_metH",3200,13.9875,10,90,1,1,"blank",NA,"E. coli OD600",320,1.43575,0.1,320,12.6760762747759,NA,NA
"b12_assay_4","2","L6",23,0.143,"metE_metH",3200,13.9875,3,97,1,1,"blank",NA,"E. coli OD600",96,0.456625,0.03,96,11.47210347045,NA,NA
"b12_assay_4","2","L7",23,0.387,"metE_metH",1280,13.9875,10,90,1,1,"blank",NA,"E. coli OD600",128,1.43575,0.1,128,11.7597855429018,NA,NA
"b12_assay_4","2","L8",23,0.118,"metE_metH",1280,13.9875,3,97,1,1,"blank",NA,"E. coli OD600",38.4,0.456625,0.03,38.4,10.5558127385758,NA,NA
"b12_assay_4","2","L9",23,0.348,"metE_metH",512,13.9875,10,90,1,1,"blank",NA,"E. coli OD600",51.2,1.43575,0.1,51.2,10.8434948110276,NA,NA
"b12_assay_4","2","M1",23,0.091,"metE_metH",20000,3.496875,10,90,1,1,"blank",NA,"E. coli OD600",2000,0.3866875,0.1,2000,14.5086577385242,NA,NA
"b12_assay_4","2","M10",23,0.054,"metE_metH",512,3.496875,3,97,1,1,"blank",NA,"E. coli OD600",15.36,0.14190625,0.03,15.36,9.63952200670166,NA,NA
"b12_assay_4","2","M11",23,0.109,"metE_metH",204.8,3.496875,10,90,1,1,"blank",NA,"E. coli OD600",20.48,0.3866875,0.1,20.48,9.92720407915344,NA,NA
"b12_assay_4","2","M12",23,0.057,"metE_metH",204.8,3.496875,3,97,1,1,"blank",NA,"E. coli OD600",6.144,0.14190625,0.03,6.144,8.72323127482751,NA,NA
"b12_assay_4","2","M13",23,0.109,"metE_metH",81.92,3.496875,10,90,1,1,"blank",NA,"E. coli OD600",8.192,0.3866875,0.1,8.192,9.01091334727929,NA,NA
"b12_assay_4","2","M14",23,0.051,"metE_metH",81.92,3.496875,3,97,1,1,"blank",NA,"E. coli OD600",2.4576,0.14190625,0.03,2.4576,7.80694054295335,NA,NA
"b12_assay_4","2","M15",23,0.106,"metE_metH",32.768,3.496875,10,90,1,1,"blank",NA,"E. coli OD600",3.2768,0.3866875,0.1,3.2768,8.09462261540513,NA,NA
"b12_assay_4","2","M16",23,0.055,"metE_metH",32.768,3.496875,3,97,1,1,"blank",NA,"E. coli OD600",0.98304,0.14190625,0.03,0.98304,6.8906498110792,NA,NA
"b12_assay_4","2","M17",23,0.117,"metE_metH",13.1072,3.496875,10,90,1,1,"blank",NA,"E. coli OD600",1.31072,0.3866875,0.1,1.31072,7.17833188353098,NA,NA
"b12_assay_4","2","M18",23,0.052,"metE_metH",13.1072,3.496875,3,97,1,1,"blank",NA,"E. coli OD600",0.393216,0.14190625,0.03,0.393216,5.97435907920504,NA,NA
"b12_assay_4","2","M19",23,0.106,"metE_metH",5.24288,3.496875,10,90,1,1,"blank",NA,"E. coli OD600",0.524288,0.3866875,0.1,0.524288,6.26204115165682,NA,NA
"b12_assay_4","2","M2",23,0.043,"metE_metH",20000,3.496875,3,97,1,1,"blank",NA,"E. coli OD600",600,0.14190625,0.03,600,13.3046849341983,NA,NA
"b12_assay_4","2","M20",23,0.051,"metE_metH",5.24288,3.496875,3,97,1,1,"blank",NA,"E. coli OD600",0.1572864,0.14190625,0.03,0.1572864,5.05806834733089,NA,NA
"b12_assay_4","2","M21",23,0.106,"metE_metH",2.097152,3.496875,10,90,1,1,"blank",NA,"E. coli OD600",0.2097152,0.3866875,0.1,0.2097152,5.34575041978267,NA,NA
"b12_assay_4","2","M22",23,0.059,"metE_metH",2.097152,3.496875,3,97,1,1,"blank",NA,"E. coli OD600",0.06291456,0.14190625,0.03,0.06291456,4.14177761545673,NA,NA
"b12_assay_4","2","M23",23,0.137,"metE_metH",0,3.496875,10,90,1,1,"blank",NA,"E. coli OD600",0,0.3866875,0.1,0,-Inf,NA,NA
"b12_assay_4","2","M24",23,0.055,"metE_metH",0,3.496875,3,97,1,1,"blank",NA,"E. coli OD600",0,0.14190625,0.03,0,-Inf,NA,NA
"b12_assay_4","2","M3",23,0.109,"metE_metH",8000,3.496875,10,90,1,1,"blank",NA,"E. coli OD600",800,0.3866875,0.1,800,13.5923670066501,NA,NA
"b12_assay_4","2","M4",23,0.05,"metE_metH",8000,3.496875,3,97,1,1,"blank",NA,"E. coli OD600",240,0.14190625,0.03,240,12.3883942023241,NA,NA
"b12_assay_4","2","M5",23,0.08,"metE_metH",3200,3.496875,10,90,1,1,"blank",NA,"E. coli OD600",320,0.3866875,0.1,320,12.6760762747759,NA,NA
"b12_assay_4","2","M6",23,0.053,"metE_metH",3200,3.496875,3,97,1,1,"blank",NA,"E. coli OD600",96,0.14190625,0.03,96,11.47210347045,NA,NA
"b12_assay_4","2","M7",23,0.113,"metE_metH",1280,3.496875,10,90,1,1,"blank",NA,"E. coli OD600",128,0.3866875,0.1,128,11.7597855429018,NA,NA
"b12_assay_4","2","M8",23,0.053,"metE_metH",1280,3.496875,3,97,1,1,"blank",NA,"E. coli OD600",38.4,0.14190625,0.03,38.4,10.5558127385758,NA,NA
"b12_assay_4","2","M9",23,0.111,"metE_metH",512,3.496875,10,90,1,1,"blank",NA,"E. coli OD600",51.2,0.3866875,0.1,51.2,10.8434948110276,NA,NA
"b12_assay_4","2","N1",23,0.042,"metE_metH",20000,0.87421875,10,90,1,1,"blank",NA,"E. coli OD600",2000,0.124421875,0.1,2000,14.5086577385242,NA,NA
"b12_assay_4","2","N10",23,0.041,"metE_metH",512,0.87421875,3,97,1,1,"blank",NA,"E. coli OD600",15.36,0.0632265625,0.03,15.36,9.63952200670166,NA,NA
"b12_assay_4","2","N11",23,0.05,"metE_metH",204.8,0.87421875,10,90,1,1,"blank",NA,"E. coli OD600",20.48,0.124421875,0.1,20.48,9.92720407915344,NA,NA
"b12_assay_4","2","N12",23,0.04,"metE_metH",204.8,0.87421875,3,97,1,1,"blank",NA,"E. coli OD600",6.144,0.0632265625,0.03,6.144,8.72323127482751,NA,NA
"b12_assay_4","2","N13",23,0.054,"metE_metH",81.92,0.87421875,10,90,1,1,"blank",NA,"E. coli OD600",8.192,0.124421875,0.1,8.192,9.01091334727929,NA,NA
"b12_assay_4","2","N14",23,0.043,"metE_metH",81.92,0.87421875,3,97,1,1,"blank",NA,"E. coli OD600",2.4576,0.0632265625,0.03,2.4576,7.80694054295335,NA,NA
"b12_assay_4","2","N15",23,0.058,"metE_metH",32.768,0.87421875,10,90,1,1,"blank",NA,"E. coli OD600",3.2768,0.124421875,0.1,3.2768,8.09462261540513,NA,NA
"b12_assay_4","2","N16",23,0.041,"metE_metH",32.768,0.87421875,3,97,1,1,"blank",NA,"E. coli OD600",0.98304,0.0632265625,0.03,0.98304,6.8906498110792,NA,NA
"b12_assay_4","2","N17",23,0.053,"metE_metH",13.1072,0.87421875,10,90,1,1,"blank",NA,"E. coli OD600",1.31072,0.124421875,0.1,1.31072,7.17833188353098,NA,NA
"b12_assay_4","2","N18",23,0.039,"metE_metH",13.1072,0.87421875,3,97,1,1,"blank",NA,"E. coli OD600",0.393216,0.0632265625,0.03,0.393216,5.97435907920504,NA,NA
"b12_assay_4","2","N19",23,0.051,"metE_metH",5.24288,0.87421875,10,90,1,1,"blank",NA,"E. coli OD600",0.524288,0.124421875,0.1,0.524288,6.26204115165682,NA,NA
"b12_assay_4","2","N2",23,0.038,"metE_metH",20000,0.87421875,3,97,1,1,"blank",NA,"E. coli OD600",600,0.0632265625,0.03,600,13.3046849341983,NA,NA
"b12_assay_4","2","N20",23,0.037,"metE_metH",5.24288,0.87421875,3,97,1,1,"blank",NA,"E. coli OD600",0.1572864,0.0632265625,0.03,0.1572864,5.05806834733089,NA,NA
"b12_assay_4","2","N21",23,0.057,"metE_metH",2.097152,0.87421875,10,90,1,1,"blank",NA,"E. coli OD600",0.2097152,0.124421875,0.1,0.2097152,5.34575041978267,NA,NA
"b12_assay_4","2","N22",23,0.041,"metE_metH",2.097152,0.87421875,3,97,1,1,"blank",NA,"E. coli OD600",0.06291456,0.0632265625,0.03,0.06291456,4.14177761545673,NA,NA
"b12_assay_4","2","N23",23,0.062,"metE_metH",0,0.87421875,10,90,1,1,"blank",NA,"E. coli OD600",0,0.124421875,0.1,0,-Inf,NA,NA
"b12_assay_4","2","N24",23,0.035,"metE_metH",0,0.87421875,3,97,1,1,"blank",NA,"E. coli OD600",0,0.0632265625,0.03,0,-Inf,NA,NA
"b12_assay_4","2","N3",23,0.051,"metE_metH",8000,0.87421875,10,90,1,1,"blank",NA,"E. coli OD600",800,0.124421875,0.1,800,13.5923670066501,NA,NA
"b12_assay_4","2","N4",23,0.037,"metE_metH",8000,0.87421875,3,97,1,1,"blank",NA,"E. coli OD600",240,0.0632265625,0.03,240,12.3883942023241,NA,NA
"b12_assay_4","2","N5",23,0.056,"metE_metH",3200,0.87421875,10,90,1,1,"blank",NA,"E. coli OD600",320,0.124421875,0.1,320,12.6760762747759,NA,NA
"b12_assay_4","2","N6",23,0.039,"metE_metH",3200,0.87421875,3,97,1,1,"blank",NA,"E. coli OD600",96,0.0632265625,0.03,96,11.47210347045,NA,NA
"b12_assay_4","2","N7",23,0.058,"metE_metH",1280,0.87421875,10,90,1,1,"blank",NA,"E. coli OD600",128,0.124421875,0.1,128,11.7597855429018,NA,NA
"b12_assay_4","2","N8",23,0.039,"metE_metH",1280,0.87421875,3,97,1,1,"blank",NA,"E. coli OD600",38.4,0.0632265625,0.03,38.4,10.5558127385758,NA,NA
"b12_assay_4","2","N9",23,0.055,"metE_metH",512,0.87421875,10,90,1,1,"blank",NA,"E. coli OD600",51.2,0.124421875,0.1,51.2,10.8434948110276,NA,NA
"b12_assay_4","2","O1",23,0.039,"metE_metH",20000,0.2185546875,10,90,1,1,"blank",NA,"E. coli OD600",2000,0.05885546875,0.1,2000,14.5086577385242,NA,NA
"b12_assay_4","2","O10",23,0.039,"metE_metH",512,0.2185546875,3,97,1,1,"blank",NA,"E. coli OD600",15.36,0.043556640625,0.03,15.36,9.63952200670166,NA,NA
"b12_assay_4","2","O11",23,0.04,"metE_metH",204.8,0.2185546875,10,90,1,1,"blank",NA,"E. coli OD600",20.48,0.05885546875,0.1,20.48,9.92720407915344,NA,NA
"b12_assay_4","2","O12",23,0.034,"metE_metH",204.8,0.2185546875,3,97,1,1,"blank",NA,"E. coli OD600",6.144,0.043556640625,0.03,6.144,8.72323127482751,NA,NA
"b12_assay_4","2","O13",23,0.041,"metE_metH",81.92,0.2185546875,10,90,1,1,"blank",NA,"E. coli OD600",8.192,0.05885546875,0.1,8.192,9.01091334727929,NA,NA
"b12_assay_4","2","O14",23,0.034,"metE_metH",81.92,0.2185546875,3,97,1,1,"blank",NA,"E. coli OD600",2.4576,0.043556640625,0.03,2.4576,7.80694054295335,NA,NA
"b12_assay_4","2","O15",23,0.043,"metE_metH",32.768,0.2185546875,10,90,1,1,"blank",NA,"E. coli OD600",3.2768,0.05885546875,0.1,3.2768,8.09462261540513,NA,NA
"b12_assay_4","2","O16",23,0.036,"metE_metH",32.768,0.2185546875,3,97,1,1,"blank",NA,"E. coli OD600",0.98304,0.043556640625,0.03,0.98304,6.8906498110792,NA,NA
